PhraseID,NL
QID331_Subquestion3_Answer25,1924
QID331_Subquestion3_Answer26,1925
QID331_Subquestion3_Answer27,1926
QID331_Subquestion3_Answer28,1927
QID331_Subquestion3_Answer29,1928
QID331_Subquestion3_Answer30,1929
QID331_Subquestion3_Answer31,1930
QID331_Subquestion3_Answer32,1931
QID331_Subquestion3_Answer33,1932
QID331_Subquestion3_Answer34,1933
QID331_Subquestion3_Answer35,1934
QID331_Subquestion3_Answer36,1935
QID331_Subquestion3_Answer37,1936
QID331_Subquestion3_Answer38,1937
QID331_Subquestion3_Answer39,1938
QID331_Subquestion3_Answer40,1939
QID331_Subquestion3_Answer41,1940
QID331_Subquestion3_Answer42,1941
QID331_Subquestion3_Answer43,1942
QID331_Subquestion3_Answer44,1943
QID331_Subquestion3_Answer45,1944
QID331_Subquestion3_Answer46,1945
QID331_Subquestion3_Answer47,1946
QID331_Subquestion3_Answer48,1947
QID331_Subquestion3_Answer49,1948
QID331_Subquestion3_Answer50,1949
QID331_Subquestion3_Answer51,1950
QID331_Subquestion3_Answer52,1951
QID331_Subquestion3_Answer53,1952
QID331_Subquestion3_Answer54,1953
QID331_Subquestion3_Answer55,1954
QID331_Subquestion3_Answer56,1955
QID331_Subquestion3_Answer57,1956
QID331_Subquestion3_Answer58,1957
QID331_Subquestion3_Answer59,1958
QID331_Subquestion3_Answer60,1959
QID331_Subquestion3_Answer61,1960
QID331_Subquestion3_Answer62,1961
QID331_Subquestion3_Answer63,1962
QID331_Subquestion3_Answer64,1963
QID331_Subquestion3_Answer65,1964
QID331_Subquestion3_Answer66,1965
QID331_Subquestion3_Answer67,1966
QID331_Subquestion3_Answer68,1967
QID331_Subquestion3_Answer69,1968
QID331_Subquestion3_Answer70,1969
QID331_Subquestion3_Answer71,1970
QID331_Subquestion3_Answer72,1971
QID331_Subquestion3_Answer73,1972
QID331_Subquestion3_Answer74,1973
QID331_Subquestion3_Answer75,1974
QID331_Subquestion3_Answer76,1975
QID331_Subquestion3_Answer77,1976
QID331_Subquestion3_Answer78,1977
QID331_Subquestion3_Answer79,1978
QID331_Subquestion3_Answer80,1979
QID331_Subquestion3_Answer81,1980
QID331_Subquestion3_Answer82,1981
QID331_Subquestion3_Answer83,1982
QID331_Subquestion3_Answer84,1983
QID331_Subquestion3_Answer85,1984
QID331_Subquestion3_Answer86,1985
QID331_Subquestion3_Answer87,1986
QID331_Subquestion3_Answer88,1987
QID331_Subquestion3_Answer89,1988
QID331_Subquestion3_Answer90,1989
QID331_Subquestion3_Answer91,1990
QID331_Subquestion3_Answer92,1991
QID331_Subquestion3_Answer93,1992
QID331_Subquestion3_Answer94,1993
QID331_Subquestion3_Answer95,1994
QID331_Subquestion3_Answer96,1995
QID331_Subquestion3_Answer97,1996
QID331_Subquestion3_Answer98,1997
QID331_Subquestion3_Answer99,1998
QID331_Subquestion3_Answer100,1999
QID331_Subquestion3_Answer101,2000
QID331_Subquestion3_Answer102,2001
QID331_Subquestion3_Answer103,2002
QID331_Subquestion3_Answer104,2003
QID331_Subquestion3_Answer105,2004
QID331_Subquestion3_Answer106,2005
QID331_Subquestion3_Answer107,2006
QID331_Subquestion3_Answer108,2007
QID331_Subquestion3_Answer109,2008
QID331_Subquestion3_Answer110,2009
QID331_Subquestion3_Answer111,2010
QID331_Subquestion3_Answer112,2011
QID331_Subquestion3_Answer113,2012
QID331_Subquestion3_Answer114,2013
QID331_Subquestion3_Answer115,2014
QID331_Subquestion3_Answer116,2015
QID331_Subquestion3_Answer117,2016
QID331_Subquestion3_Answer118,2017
QID331_Subquestion3_Answer119,2018
QID331_Subquestion3_Answer120,2019
QID331_Subquestion3_Answer121,2020
QID331_Subquestion3_Answer122,2021
QID331_Subquestion3_Answer123,2022
QID331_Subquestion3_Answer124,2023
QID331_Subquestion3_Answer125,2024
QID331_Subquestion3_Answer126,2025
QID331_Subquestion3_Answer127,2026
QID331_Subquestion3_Answer128,2027
QID331_Subquestion3_Answer129,2028
QID331_Subquestion3_Answer130,2029
QID331_Subquestion3_Answer131,2030
QID331_Subquestion3_Answer132,2031
QID331_Subquestion3_Answer133,2032
QID331_Subquestion3_Answer134,2033
QID331_Subquestion3_Answer135,2034
QID331_Subquestion3_Answer136,2035
QID331_Subquestion3_Answer137,2036
QID331_Subquestion3_Answer138,2037
QID331_Subquestion3_Answer139,2038
QID331_Subquestion3_Answer140,2039
QID331_Subquestion3_Answer141,2040
QID331_Subquestion3_Answer142,2041
QID331_Subquestion3_Answer143,2042
QID331_Subquestion3_Answer144,2043
QID331_Subquestion3_Answer145,2044
QID331_Subquestion3_Answer146,2045
QID331_Subquestion3_Answer147,2046
QID331_Subquestion3_Answer148,2047
QID331_Subquestion3_Answer149,2048
QID331_Subquestion3_Answer150,2049
QID298_QuestionText,Is dit een geschatte datum?
QID298_Choice1,Dit is een geschatte datum
QID32_QuestionText,"Wat voor soort test was uw&nbsp;<span style=""caret-color: rgb(231, 76, 60); color: rgb(231, 76, 60);"">derde</span>&nbsp;COVID19 test?"
QID32_Choice1,"Neus, oppervlakkig (neusslijm van de neusvleugels, zonder diep in de neus en keel te gaan)"
QID32_Choice2,"Neus, diep (neusslijm van achteraan de neusvleugels, door diep in de neus en keel te gaan)<br />➘<br />➘<img src=""https://qfreeaccountssjc1.az1.qualtrics.com/CP/Graphic.php?IM=IM_1Y88OHV4v4cQAND"" style=""width: 270px; height: 207px;"" />"
QID32_Choice3,Keel
QID32_Choice4,Anders
QID34_QuestionText,"Wat was uw testuitslag?&nbsp;<span style=""caret-color: rgb(0, 0, 0); color: rgb(231, 76, 60); font-size: 16px;"">*</span>"
QID34_Choice1,Positief
QID34_Choice2,Negatief
QID34_Choice3,Onduidelijk/Ik wacht nog op resultaten
QID35_QuestionText,"Als u nog meer tests heeft gehad, beschrijf deze hier. Begin voor iedere test een nieuwe regel met soort, datum, en uitslag gescheiden door komma's. Bijvoorbeeld: Nasofaryngeaal, 1 april '20, Positief. Als u de precieze datum niet meer herinnert, geef dan een zo precies mogelijke schatting."
QID36_QuestionText,"Heeft u een antistoffentest gehad?&nbsp;<span style=""caret-color: rgb(0, 0, 0); color: rgb(231, 76, 60); font-size: 16px;"">*</span>"
QID36_Choice1,"Ja, ik ben ten minste één keer op antistoffen getest"
QID36_Choice2,"Nee, ik ben NIET getest op antistoffen"
QID37_QuestionText,"Hoe vaak bent u op antistoffen getest?&nbsp;<span style=""caret-color: rgb(0, 0, 0); color: rgb(231, 76, 60); font-size: 16px;"">*</span>"
QID38_QuestionText,"Wat was de uitslag van uw antistoffentest?&nbsp;<span style=""caret-color: rgb(0, 0, 0); color: rgb(231, 76, 60); font-size: 16px;"">*</span>"
QID38_Choice1,De uitslag was positief voor beide (IgG en IgM) antistoffen
QID38_Choice2,De uitslag was positief alleen voor IgM antistoffen
QID38_Choice3,De uitslag was positief alleen voor IgG antistoffen
QID38_Choice4,De uitslag was negatief voor antistoffen
QID38_Choice5,Ik weet niet welke antistoffen maar de uitslag was positief
QID39_QuestionText,"Als uw uitslag positief was en uw testresultaat noemde een titerwaarde, wat was de waarde voor IgM?&nbsp;"
QID40_QuestionText,"Als uw uitslag positief was en uw testresultaat noemde een titerwaarde, wat was de waarde voor IgG?&nbsp;"
QID41_QuestionText,"Wat voor soort test was het?&nbsp;<span style=""caret-color: rgb(0, 0, 0); color: rgb(231, 76, 60); font-size: 16px;"">*</span>"
QID41_Choice1,Bloedafname
QID41_Choice2,Vingerprik
QID333_QuestionText,"Op welke datum was uw antistoffentest? (als u de precieze datum niet meer herinnert, geef een schatting)&nbsp;<span style=""font-family: -webkit-standard; caret-color: rgb(0, 0, 0); color: rgb(0, 0, 0); font-size: 16px;""><span style=""color: rgb(231, 76, 60);"">*</span></span>"
QID333_Choice1,Maak een keuze:
QID333_Subquestion1_QuestionText,Maand
QID333_Subquestion1_Choice1,Maak een keuze:
QID333_Subquestion1_Answer1,januari
QID333_Subquestion1_Answer2,februari
QID333_Subquestion1_Answer3,maart
QID333_Subquestion1_Answer4,april
QID333_Subquestion1_Answer5,mei
QID333_Subquestion1_Answer6,juni
QID333_Subquestion1_Answer7,juli
QID333_Subquestion1_Answer8,augustus
QID333_Subquestion1_Answer9,september
QID333_Subquestion1_Answer10,oktober
QID333_Subquestion1_Answer11,november
QID333_Subquestion1_Answer12,december
QID333_Subquestion2_QuestionText,Dag
QID333_Subquestion2_Choice1,Maak een keuze:
QID333_Subquestion2_Answer1,1
QID333_Subquestion2_Answer2,2
QID333_Subquestion2_Answer3,3
QID333_Subquestion2_Answer4,4
QID333_Subquestion2_Answer5,5
QID333_Subquestion2_Answer6,6
QID333_Subquestion2_Answer7,7
QID333_Subquestion2_Answer8,8
QID333_Subquestion2_Answer9,9
QID333_Subquestion2_Answer10,10
QID333_Subquestion2_Answer11,11
QID333_Subquestion2_Answer12,12
QID333_Subquestion2_Answer13,13
QID333_Subquestion2_Answer14,14
QID333_Subquestion2_Answer15,15
QID333_Subquestion2_Answer16,16
QID333_Subquestion2_Answer17,17
QID333_Subquestion2_Answer18,18
QID333_Subquestion2_Answer19,19
QID333_Subquestion2_Answer20,20
QID333_Subquestion2_Answer21,21
QID333_Subquestion2_Answer22,22
QID333_Subquestion2_Answer23,23
QID333_Subquestion2_Answer24,24
QID333_Subquestion2_Answer25,25
QID333_Subquestion2_Answer26,26
QID333_Subquestion2_Answer27,27
QID333_Subquestion2_Answer28,28
QID333_Subquestion2_Answer29,29
QID333_Subquestion2_Answer30,30
QID333_Subquestion2_Answer31,31
QID333_Subquestion3_QuestionText,Jaar
QID333_Subquestion3_Choice1,Maak een keuze:
QID333_Subquestion3_Answer1,1900
QID333_Subquestion3_Answer2,1901
QID333_Subquestion3_Answer3,1902
QID333_Subquestion3_Answer4,1903
QID333_Subquestion3_Answer5,1904
QID333_Subquestion3_Answer6,1905
QID333_Subquestion3_Answer7,1906
QID333_Subquestion3_Answer8,1907
QID333_Subquestion3_Answer9,1908
QID333_Subquestion3_Answer10,1909
QID333_Subquestion3_Answer11,1910
QID333_Subquestion3_Answer12,1911
QID333_Subquestion3_Answer13,1912
QID333_Subquestion3_Answer14,1913
QID333_Subquestion3_Answer15,1914
QID333_Subquestion3_Answer16,1915
QID333_Subquestion3_Answer17,1916
QID333_Subquestion3_Answer18,1917
QID333_Subquestion3_Answer19,1918
QID333_Subquestion3_Answer20,1919
QID333_Subquestion3_Answer21,1920
QID333_Subquestion3_Answer22,1921
QID333_Subquestion3_Answer23,1922
QID333_Subquestion3_Answer24,1923
QID333_Subquestion3_Answer25,1924
QID333_Subquestion3_Answer26,1925
QID333_Subquestion3_Answer27,1926
QID333_Subquestion3_Answer28,1927
QID333_Subquestion3_Answer29,1928
QID333_Subquestion3_Answer30,1929
QID333_Subquestion3_Answer31,1930
QID333_Subquestion3_Answer32,1931
QID333_Subquestion3_Answer33,1932
QID333_Subquestion3_Answer34,1933
QID333_Subquestion3_Answer35,1934
QID333_Subquestion3_Answer36,1935
QID333_Subquestion3_Answer37,1936
QID333_Subquestion3_Answer38,1937
QID333_Subquestion3_Answer39,1938
QID333_Subquestion3_Answer40,1939
QID333_Subquestion3_Answer41,1940
QID333_Subquestion3_Answer42,1941
QID333_Subquestion3_Answer43,1942
QID333_Subquestion3_Answer44,1943
QID333_Subquestion3_Answer45,1944
QID333_Subquestion3_Answer46,1945
QID333_Subquestion3_Answer47,1946
QID333_Subquestion3_Answer48,1947
QID333_Subquestion3_Answer49,1948
QID333_Subquestion3_Answer50,1949
QID333_Subquestion3_Answer51,1950
QID333_Subquestion3_Answer52,1951
QID333_Subquestion3_Answer53,1952
QID333_Subquestion3_Answer54,1953
QID333_Subquestion3_Answer55,1954
QID333_Subquestion3_Answer56,1955
QID333_Subquestion3_Answer57,1956
QID333_Subquestion3_Answer58,1957
QID333_Subquestion3_Answer59,1958
QID333_Subquestion3_Answer60,1959
QID333_Subquestion3_Answer61,1960
QID333_Subquestion3_Answer62,1961
QID333_Subquestion3_Answer63,1962
QID333_Subquestion3_Answer64,1963
QID333_Subquestion3_Answer65,1964
QID333_Subquestion3_Answer66,1965
QID333_Subquestion3_Answer67,1966
QID333_Subquestion3_Answer68,1967
QID333_Subquestion3_Answer69,1968
QID333_Subquestion3_Answer70,1969
QID333_Subquestion3_Answer71,1970
QID333_Subquestion3_Answer72,1971
QID333_Subquestion3_Answer73,1972
QID333_Subquestion3_Answer74,1973
QID333_Subquestion3_Answer75,1974
QID333_Subquestion3_Answer76,1975
QID333_Subquestion3_Answer77,1976
QID333_Subquestion3_Answer78,1977
QID333_Subquestion3_Answer79,1978
QID333_Subquestion3_Answer80,1979
QID333_Subquestion3_Answer81,1980
QID333_Subquestion3_Answer82,1981
QID333_Subquestion3_Answer83,1982
QID333_Subquestion3_Answer84,1983
QID333_Subquestion3_Answer85,1984
QID333_Subquestion3_Answer86,1985
QID333_Subquestion3_Answer87,1986
QID333_Subquestion3_Answer88,1987
QID333_Subquestion3_Answer89,1988
QID333_Subquestion3_Answer90,1989
QID333_Subquestion3_Answer91,1990
QID333_Subquestion3_Answer92,1991
QID333_Subquestion3_Answer93,1992
QID333_Subquestion3_Answer94,1993
QID333_Subquestion3_Answer95,1994
QID333_Subquestion3_Answer96,1995
QID333_Subquestion3_Answer97,1996
QID333_Subquestion3_Answer98,1997
QID333_Subquestion3_Answer99,1998
QID333_Subquestion3_Answer100,1999
QID333_Subquestion3_Answer101,2000
QID333_Subquestion3_Answer102,2001
QID333_Subquestion3_Answer103,2002
QID333_Subquestion3_Answer104,2003
QID333_Subquestion3_Answer105,2004
QID333_Subquestion3_Answer106,2005
QID333_Subquestion3_Answer107,2006
QID333_Subquestion3_Answer108,2007
QID333_Subquestion3_Answer109,2008
QID333_Subquestion3_Answer110,2009
QID333_Subquestion3_Answer111,2010
QID333_Subquestion3_Answer112,2011
QID333_Subquestion3_Answer113,2012
QID333_Subquestion3_Answer114,2013
QID333_Subquestion3_Answer115,2014
QID333_Subquestion3_Answer116,2015
QID333_Subquestion3_Answer117,2016
QID333_Subquestion3_Answer118,2017
QID333_Subquestion3_Answer119,2018
QID333_Subquestion3_Answer120,2019
QID333_Subquestion3_Answer121,2020
QID333_Subquestion3_Answer122,2021
QID333_Subquestion3_Answer123,2022
QID333_Subquestion3_Answer124,2023
QID333_Subquestion3_Answer125,2024
QID333_Subquestion3_Answer126,2025
QID333_Subquestion3_Answer127,2026
QID333_Subquestion3_Answer128,2027
QID333_Subquestion3_Answer129,2028
QID333_Subquestion3_Answer130,2029
QID333_Subquestion3_Answer131,2030
QID333_Subquestion3_Answer132,2031
QID333_Subquestion3_Answer133,2032
QID333_Subquestion3_Answer134,2033
QID333_Subquestion3_Answer135,2034
QID333_Subquestion3_Answer136,2035
QID333_Subquestion3_Answer137,2036
QID333_Subquestion3_Answer138,2037
QID333_Subquestion3_Answer139,2038
QID333_Subquestion3_Answer140,2039
QID333_Subquestion3_Answer141,2040
QID333_Subquestion3_Answer142,2041
QID333_Subquestion3_Answer143,2042
QID333_Subquestion3_Answer144,2043
QID333_Subquestion3_Answer145,2044
QID333_Subquestion3_Answer146,2045
QID333_Subquestion3_Answer147,2046
QID333_Subquestion3_Answer148,2047
QID333_Subquestion3_Answer149,2048
QID333_Subquestion3_Answer150,2049
QID299_QuestionText,Was dit een geschatte datum?
QID299_Choice1,Dit was een geschatte datum
QID43_QuestionText,"Wie was de producent van de test? (Kies alleen een producent als u het zeker weet. Als u het niet zeker weet, kies ""Weet ik niet"")&nbsp;<span style=""caret-color: rgb(0, 0, 0); color: rgb(231, 76, 60); font-size: 16px;"">*</span>"
QID43_Choice1,Abbott
QID43_Choice2,Roche
QID43_Choice3,Mt. Sinai
QID43_Choice4,EuroImmun
QID43_Choice5,Ortho-Clinical Diagnostics Vitros
QID43_Choice6,DiaSorin
QID43_Choice7,Weet ik niet
QID45_QuestionText,"Heeft u nog een antistoffentest aan te geven?&nbsp;<span style=""caret-color: rgb(0, 0, 0); color: rgb(231, 76, 60); font-size: 16px;"">*</span>"
QID45_Choice1,Ja
QID45_Choice2,Nee
QID46_QuestionText,"Wat was het resultaat van uw antistoffentest?&nbsp;<span style=""caret-color: rgb(0, 0, 0); color: rgb(231, 76, 60); font-size: 16px;"">*</span>"
QID46_Choice1,De uitslag was positief voor beide (IgG en IgM) antistoffen
QID46_Choice2,De uitslag was positief alleen voor IgM antistoffen
QID46_Choice3,De uitslag was positief alleen voor IgG antistoffen
QID46_Choice4,De uitslag was negatief voor antistoffen
QID46_Choice5,Ik weet niet welke antistoffen maar de uitslag was positief
QID47_QuestionText,"Als uw uitslag positief was en uw testresultaat noemde een titerwaarde, wat was de waarde (in&nbsp;<span style=""color: rgb(34, 34, 34); font-family: arial, sans-serif; font-size: 14px;"">mg/dL)&nbsp;</span>voor IgM?&nbsp;&nbsp;<span style=""caret-color: rgb(0, 0, 0); color: rgb(231, 76, 60); font-size: 16px;"">*</span>"
QID48_QuestionText,"Als uw uitslag positief was en uw testresultaat noemde een titerwaarde, wat was de waarde (in&nbsp;<span style=""font-family: arial, sans-serif; color: rgb(34, 34, 34); font-size: 14px;"">mg/dL)</span>&nbsp;voor<span style=""color: rgb(34, 34, 34); font-family: arial, sans-serif; font-size: 14px;"">&nbsp;</span>IgG?&nbsp;&nbsp;<span style=""caret-color: rgb(0, 0, 0); color: rgb(231, 76, 60); font-size: 16px;"">*</span>"
QID49_QuestionText,"Wat voor soort test was het?&nbsp;<span style=""caret-color: rgb(0, 0, 0); color: rgb(231, 76, 60); font-size: 16px;"">*</span>"
QID49_Choice1,Bloedafname
QID49_Choice2,Vingerprik
QID334_QuestionText,"Op welke datum was uw antistoffentest? (als u de precieze datum niet meer herinnert, geef een schatting)&nbsp;<span style=""font-family: -webkit-standard; caret-color: rgb(0, 0, 0); color: rgb(0, 0, 0); font-size: 16px;""><span style=""color: rgb(231, 76, 60);"">*</span></span>"
QID334_Choice1,Maak een keuze:
QID334_Subquestion1_QuestionText,Maand
QID334_Subquestion1_Choice1,Maak een keuze:
QID334_Subquestion1_Answer1,januari
QID334_Subquestion1_Answer2,februari
QID334_Subquestion1_Answer3,maart
QID334_Subquestion1_Answer4,april
QID334_Subquestion1_Answer5,mei
QID334_Subquestion1_Answer6,juni
QID334_Subquestion1_Answer7,juli
QID334_Subquestion1_Answer8,augustus
QID334_Subquestion1_Answer9,september
QID334_Subquestion1_Answer10,oktober
QID334_Subquestion1_Answer11,november
QID334_Subquestion1_Answer12,december
QID334_Subquestion2_QuestionText,Dag
QID334_Subquestion2_Choice1,Maak een keuze:
QID334_Subquestion2_Answer1,1
QID334_Subquestion2_Answer2,2
QID334_Subquestion2_Answer3,3
QID334_Subquestion2_Answer4,4
QID334_Subquestion2_Answer5,5
QID334_Subquestion2_Answer6,6
QID334_Subquestion2_Answer7,7
QID334_Subquestion2_Answer8,8
QID334_Subquestion2_Answer9,9
QID334_Subquestion2_Answer10,10
QID334_Subquestion2_Answer11,11
QID334_Subquestion2_Answer12,12
QID334_Subquestion2_Answer13,13
QID334_Subquestion2_Answer14,14
QID334_Subquestion2_Answer15,15
QID334_Subquestion2_Answer16,16
QID334_Subquestion2_Answer17,17
QID334_Subquestion2_Answer18,18
QID334_Subquestion2_Answer19,19
QID334_Subquestion2_Answer20,20
QID334_Subquestion2_Answer21,21
QID334_Subquestion2_Answer22,22
QID334_Subquestion2_Answer23,23
QID334_Subquestion2_Answer24,24
QID334_Subquestion2_Answer25,25
QID334_Subquestion2_Answer26,26
QID334_Subquestion2_Answer27,27
QID334_Subquestion2_Answer28,28
QID334_Subquestion2_Answer29,29
QID334_Subquestion2_Answer30,30
QID334_Subquestion2_Answer31,31
QID334_Subquestion3_QuestionText,Jaar
QID334_Subquestion3_Choice1,Maak een keuze:
QID334_Subquestion3_Answer1,1900
QID334_Subquestion3_Answer2,1901
QID334_Subquestion3_Answer3,1902
QID334_Subquestion3_Answer4,1903
QID334_Subquestion3_Answer5,1904
QID334_Subquestion3_Answer6,1905
QID334_Subquestion3_Answer7,1906
QID334_Subquestion3_Answer8,1907
QID334_Subquestion3_Answer9,1908
QID334_Subquestion3_Answer10,1909
QID334_Subquestion3_Answer11,1910
QID334_Subquestion3_Answer12,1911
QID334_Subquestion3_Answer13,1912
QID334_Subquestion3_Answer14,1913
QID334_Subquestion3_Answer15,1914
QID334_Subquestion3_Answer16,1915
QID334_Subquestion3_Answer17,1916
QID334_Subquestion3_Answer18,1917
QID334_Subquestion3_Answer19,1918
QID334_Subquestion3_Answer20,1919
QID334_Subquestion3_Answer21,1920
QID334_Subquestion3_Answer22,1921
QID334_Subquestion3_Answer23,1922
QID334_Subquestion3_Answer24,1923
QID334_Subquestion3_Answer25,1924
QID334_Subquestion3_Answer26,1925
QID334_Subquestion3_Answer27,1926
QID334_Subquestion3_Answer28,1927
QID334_Subquestion3_Answer29,1928
QID334_Subquestion3_Answer30,1929
QID334_Subquestion3_Answer31,1930
QID334_Subquestion3_Answer32,1931
QID334_Subquestion3_Answer33,1932
QID334_Subquestion3_Answer34,1933
QID334_Subquestion3_Answer35,1934
QID334_Subquestion3_Answer36,1935
QID334_Subquestion3_Answer37,1936
QID334_Subquestion3_Answer38,1937
QID334_Subquestion3_Answer39,1938
QID334_Subquestion3_Answer40,1939
QID334_Subquestion3_Answer41,1940
QID334_Subquestion3_Answer42,1941
QID334_Subquestion3_Answer43,1942
QID334_Subquestion3_Answer44,1943
QID334_Subquestion3_Answer45,1944
QID334_Subquestion3_Answer46,1945
QID334_Subquestion3_Answer47,1946
QID334_Subquestion3_Answer48,1947
QID334_Subquestion3_Answer49,1948
QID334_Subquestion3_Answer50,1949
QID334_Subquestion3_Answer51,1950
QID334_Subquestion3_Answer52,1951
QID334_Subquestion3_Answer53,1952
QID334_Subquestion3_Answer54,1953
QID334_Subquestion3_Answer55,1954
QID334_Subquestion3_Answer56,1955
QID334_Subquestion3_Answer57,1956
QID334_Subquestion3_Answer58,1957
QID334_Subquestion3_Answer59,1958
QID334_Subquestion3_Answer60,1959
QID334_Subquestion3_Answer61,1960
QID334_Subquestion3_Answer62,1961
QID334_Subquestion3_Answer63,1962
QID334_Subquestion3_Answer64,1963
QID334_Subquestion3_Answer65,1964
QID334_Subquestion3_Answer66,1965
QID334_Subquestion3_Answer67,1966
QID334_Subquestion3_Answer68,1967
QID334_Subquestion3_Answer69,1968
QID334_Subquestion3_Answer70,1969
QID334_Subquestion3_Answer71,1970
QID334_Subquestion3_Answer72,1971
QID334_Subquestion3_Answer73,1972
QID334_Subquestion3_Answer74,1973
QID334_Subquestion3_Answer75,1974
QID334_Subquestion3_Answer76,1975
QID334_Subquestion3_Answer77,1976
QID334_Subquestion3_Answer78,1977
QID334_Subquestion3_Answer79,1978
QID334_Subquestion3_Answer80,1979
QID334_Subquestion3_Answer81,1980
QID334_Subquestion3_Answer82,1981
QID334_Subquestion3_Answer83,1982
QID334_Subquestion3_Answer84,1983
QID334_Subquestion3_Answer85,1984
QID334_Subquestion3_Answer86,1985
QID334_Subquestion3_Answer87,1986
QID334_Subquestion3_Answer88,1987
QID334_Subquestion3_Answer89,1988
QID334_Subquestion3_Answer90,1989
QID334_Subquestion3_Answer91,1990
QID334_Subquestion3_Answer92,1991
QID334_Subquestion3_Answer93,1992
QID334_Subquestion3_Answer94,1993
QID334_Subquestion3_Answer95,1994
QID334_Subquestion3_Answer96,1995
QID334_Subquestion3_Answer97,1996
QID334_Subquestion3_Answer98,1997
QID334_Subquestion3_Answer99,1998
QID334_Subquestion3_Answer100,1999
QID334_Subquestion3_Answer101,2000
QID334_Subquestion3_Answer102,2001
QID334_Subquestion3_Answer103,2002
QID334_Subquestion3_Answer104,2003
QID334_Subquestion3_Answer105,2004
QID334_Subquestion3_Answer106,2005
QID334_Subquestion3_Answer107,2006
QID334_Subquestion3_Answer108,2007
QID334_Subquestion3_Answer109,2008
QID334_Subquestion3_Answer110,2009
QID334_Subquestion3_Answer111,2010
QID334_Subquestion3_Answer112,2011
QID334_Subquestion3_Answer113,2012
QID334_Subquestion3_Answer114,2013
QID334_Subquestion3_Answer115,2014
QID334_Subquestion3_Answer116,2015
QID334_Subquestion3_Answer117,2016
QID334_Subquestion3_Answer118,2017
QID334_Subquestion3_Answer119,2018
QID334_Subquestion3_Answer120,2019
QID334_Subquestion3_Answer121,2020
QID334_Subquestion3_Answer122,2021
QID334_Subquestion3_Answer123,2022
QID334_Subquestion3_Answer124,2023
QID334_Subquestion3_Answer125,2024
QID334_Subquestion3_Answer126,2025
QID334_Subquestion3_Answer127,2026
QID334_Subquestion3_Answer128,2027
QID334_Subquestion3_Answer129,2028
QID334_Subquestion3_Answer130,2029
QID334_Subquestion3_Answer131,2030
QID334_Subquestion3_Answer132,2031
QID334_Subquestion3_Answer133,2032
QID334_Subquestion3_Answer134,2033
QID334_Subquestion3_Answer135,2034
QID334_Subquestion3_Answer136,2035
QID334_Subquestion3_Answer137,2036
QID334_Subquestion3_Answer138,2037
QID334_Subquestion3_Answer139,2038
QID334_Subquestion3_Answer140,2039
QID334_Subquestion3_Answer141,2040
QID334_Subquestion3_Answer142,2041
QID334_Subquestion3_Answer143,2042
QID334_Subquestion3_Answer144,2043
QID334_Subquestion3_Answer145,2044
QID334_Subquestion3_Answer146,2045
QID334_Subquestion3_Answer147,2046
QID334_Subquestion3_Answer148,2047
QID334_Subquestion3_Answer149,2048
QID334_Subquestion3_Answer150,2049
QID300_QuestionText,Is dit een geschatte datum?
QID300_Choice1,Dit is een geschatte datum
QID51_QuestionText,"Wie was de producent van de test? (Kies alleen een producent als u het zeker weet. Als u het niet zeker weet, kies ""Weet ik niet"")&nbsp;&nbsp;<span style=""caret-color: rgb(0, 0, 0); color: rgb(231, 76, 60); font-size: 16px;"">*</span>"
QID51_Choice1,Abbott
QID51_Choice2,Roche
QID51_Choice3,Mt. Sinai
QID51_Choice4,EuroImmun
QID51_Choice5,Ortho-Clinical Diagnostics Vitros
QID51_Choice6,DiaSorin
QID51_Choice7,Weet ik niet
QID53_QuestionText,"Heeft u nog een antistoffentest aan te geven?&nbsp;<span style=""caret-color: rgb(0, 0, 0); color: rgb(231, 76, 60); font-size: 16px;"">*</span>"
QID53_Choice1,Ja
QID53_Choice2,Nee
QID54_QuestionText,"Wat was het resultaat van uw antistoffentest?&nbsp;<span style=""caret-color: rgb(0, 0, 0); color: rgb(231, 76, 60); font-size: 16px;"">*</span>"
QID54_Choice1,De uitslag was positief voor beide (IgG en IgM) antistoffen
QID54_Choice2,De uitslag was positief alleen voor IgM antistoffen
QID54_Choice3,De uitslag was positief alleen voor IgG antistoffen
QID54_Choice4,De uitslag was negatief voor antistoffen
QID54_Choice5,Ik weet niet welke antistoffen maar de uitslag was positief
QID55_QuestionText,"Als uw uitslag positief was en uw testresultaat noemde een titerwaarde, wat was de waarde voor IgM?&nbsp;&nbsp;<span style=""caret-color: rgb(0, 0, 0); color: rgb(231, 76, 60); font-size: 16px;"">*</span>"
QID56_QuestionText,"Als uw uitslag positief was en uw testresultaat noemde een titerwaarde, wat was de waarde voor IgG?&nbsp;&nbsp;<span style=""caret-color: rgb(0, 0, 0); color: rgb(231, 76, 60); font-size: 16px;"">*</span>"
QID57_QuestionText,"Wat voor soort test was het?&nbsp;<span style=""caret-color: rgb(0, 0, 0); color: rgb(231, 76, 60); font-size: 16px;"">*</span>"
QID57_Choice1,Bloedafname
QID57_Choice2,Vingerprik
QID335_QuestionText,"Op welke datum was uw antistoffentest? (als u de precieze datum niet meer herinnert, geef een schatting)&nbsp;<span style=""font-family: -webkit-standard; caret-color: rgb(0, 0, 0); color: rgb(0, 0, 0); font-size: 16px;""><span style=""color: rgb(231, 76, 60);"">*</span></span>"
QID335_Choice1,Maak een keuze:
